#  - LBFGS - results
# ╒═══════╤═════════════╤════════╤══════╤═══════════╤═════╤════════╤══════════╤═══════════════╤════════════╕
# │ f     │ Optimizer   │     c1 │   c2 │ restart   │   m │   Loss │     ‖gk‖ │   Conv. Iter. │   Time (s) │
# ╞═══════╪═════════════╪════════╪══════╪═══════════╪═════╪════════╪══════════╪═══════════════╪════════════╡
# │ Monk3 │ L-BFGS      │ 0.0001 │  0.9 │ -         │  30 │ 0.0301 │ 5.32e-06 │           168 │       0.49 │
# ╘═══════╧═════════════╧════════╧══════╧═══════════╧═════╧════════╧══════════╧═══════════════╧════════════╛
# ╒════════════════╤════════════╤═══════════════╤═══════════════╕
# │   Ls Max Iter. │   Ls Iter. │   Ls Hit Rate │   Ls Time (s) │
# ╞════════════════╪════════════╪═══════════════╪═══════════════╡
# │            100 │         12 │             1 │          0.07 │
# ╘════════════════╧════════════╧═══════════════╧═══════════════╛

f,time_iter,alpha,norm_g,ls_conv,ls_it,ls_time,zoom_used,zoom_conv,zoom_it
0.24997210978627185,0.0015461444854736328,1.0,0.005819564421692255,y,0,0.0002970695495605469,n,-,0
0.24993322464718593,0.003155946731567383,1.0,0.004365279984146051,y,0,0.0007021427154541016,n,-,0
0.24992110934061054,0.007858037948608398,16.0,0.00045134272405533536,y,4,0.005692958831787109,n,-,0
0.24938929885159336,0.005354166030883789,4.0,0.0010881962268715873,y,2,0.0025429725646972656,n,-,0
0.2492598526180233,0.00527191162109375,0.12219993872525187,0.038499279243977225,y,0,0.0010738372802734375,y,y,0
0.24805057848061854,0.003033161163330078,1.0,0.046327952913424786,y,0,0.0006442070007324219,n,-,0
0.2448208349317212,0.0024051666259765625,1.0,0.0714219624935376,y,0,0.0003018379211425781,n,-,0
0.23150330162514404,0.0015749931335449219,1.0,0.09019235701621352,y,0,0.00029277801513671875,n,-,0
0.18967300844403223,0.0015869140625,1.0,0.10452723187930459,y,0,0.0002918243408203125,n,-,0
0.16811809859438537,0.002808094024658203,0.10856461469583331,0.10453804556899261,y,0,0.0012068748474121094,y,y,1
0.14827580731834678,0.0024220943450927734,1.0,0.07342546902564381,y,0,0.00047516822814941406,n,-,0
0.13107456294844227,0.002438783645629883,1.0,0.03380751682355691,y,0,0.000347137451171875,n,-,0
0.10616296146161099,0.0020232200622558594,0.1859259879960592,0.035623869531572136,y,0,0.0005829334259033203,y,y,0
0.08915816691892142,0.0022797584533691406,0.6107871775918277,0.026252460246111293,y,0,0.00084686279296875,y,y,0
0.07730630700373603,0.0017547607421875,1.0,0.023319787837720443,y,0,0.00029277801513671875,n,-,0
0.06954471744277582,0.0019991397857666016,1.0,0.025141617162902353,y,0,0.0004329681396484375,n,-,0
0.06604109080442108,0.0027222633361816406,1.0,0.006808012247337299,y,0,0.00046896934509277344,n,-,0
0.06392392076696109,0.0021371841430664062,0.4371254803921869,0.007580851866000972,y,0,0.0005712509155273438,y,y,0
0.06213206087760253,0.0018601417541503906,1.0,0.012200523859563925,y,0,0.00029397010803222656,n,-,0
0.06039323637108087,0.0019922256469726562,1.0,0.011950487346678624,y,0,0.0002970695495605469,n,-,0
0.0597374614350884,0.001878976821899414,1.0,0.007057066757532225,y,0,0.00029397010803222656,n,-,0
0.05911449730194798,0.0018961429595947266,1.0,0.003925184059028773,y,0,0.0002918243408203125,n,-,0
0.05863069638756774,0.0021839141845703125,1.0,0.004929453508743057,y,0,0.0004858970642089844,n,-,0
0.058105409246403845,0.002259969711303711,1.0,0.00485134028005194,y,0,0.0003421306610107422,n,-,0
0.057546625483945096,0.002755880355834961,1.0,0.0073681784750020225,y,0,0.0002980232238769531,n,-,0
0.057324222218374146,0.002026081085205078,1.0,0.004480426966637426,y,0,0.00029277801513671875,n,-,0
0.05710518888770489,0.0020742416381835938,1.0,0.002114972159340517,y,0,0.0002942085266113281,n,-,0
0.0565147275116271,0.0020470619201660156,1.0,0.0018473253154937873,y,0,0.0002949237823486328,n,-,0
0.05610764317149099,0.0021271705627441406,1.0,0.002409164490193617,y,0,0.00029587745666503906,n,-,0
0.05568571638981585,0.0028710365295410156,1.0,0.003893657621319891,y,0,0.00045990943908691406,n,-,0
0.05494495145236238,0.0024900436401367188,1.0,0.0027316615663167954,y,0,0.0002982616424560547,n,-,0
0.05438522791486228,0.002118825912475586,1.0,0.003294561344699341,y,0,0.0002951622009277344,n,-,0
0.053951302429881734,0.0021610260009765625,1.0,0.005774862313878506,y,0,0.0002942085266113281,n,-,0
0.053041664100685504,0.0021157264709472656,1.0,0.005300191916625498,y,0,0.0002942085266113281,n,-,0
0.05285550860465275,0.0021262168884277344,1.0,0.003893679504393103,y,0,0.00029277801513671875,n,-,0
0.052272468736495305,0.0025408267974853516,1.0,0.00576537323307279,y,0,0.0003409385681152344,n,-,0
0.05194540978955938,0.003137826919555664,0.4975409017877358,0.008999064944100169,y,0,0.0005919933319091797,y,y,0
0.0517447064839897,0.0023102760314941406,1.0,0.0032279316399766358,y,0,0.00029730796813964844,n,-,0
0.05144479246141783,0.0021851062774658203,1.0,0.002170218376039117,y,0,0.00034999847412109375,n,-,0
0.05104607668658078,0.0021529197692871094,1.0,0.002299529100462987,y,0,0.0002970695495605469,n,-,0
0.05077126923247089,0.0024280548095703125,1.0,0.0029203683362508076,y,0,0.0002980232238769531,n,-,0
0.05060394124611456,0.0021820068359375,1.0,0.002138173177285103,y,0,0.0003008842468261719,n,-,0
0.05047744657299618,0.0029611587524414062,1.0,0.0018056031011656555,y,0,0.0003006458282470703,n,-,0
0.050183193192892675,0.0021371841430664062,1.0,0.001659586810817965,y,0,0.0002949237823486328,n,-,0
0.049973557492259846,0.002134084701538086,1.0,0.003973684879426456,y,0,0.0002942085266113281,n,-,0
0.049829067424596696,0.0029311180114746094,1.0,0.001822377728158471,y,0,0.0003027915954589844,n,-,0
0.04956986304676256,0.002138853073120117,1.0,0.0023581503768670036,y,0,0.0002961158752441406,n,-,0
0.049269924433087656,0.0025861263275146484,1.0,0.001783928265908603,y,0,0.00046896934509277344,n,-,0
0.0488843289038584,0.002910137176513672,1.0,0.002425469502948328,y,0,0.0002989768981933594,n,-,0
0.04817080957626996,0.0025298595428466797,0.16937371146161379,0.004186982614116949,y,0,0.0005860328674316406,y,y,0
0.04771580278242238,0.002858877182006836,0.067783389859805,0.005971514435949583,y,0,0.0010280609130859375,y,y,1
0.04674224507714771,0.0021581649780273438,1.0,0.007095336520523545,y,0,0.00031113624572753906,n,-,0
0.0450335317762637,0.0021140575408935547,1.0,0.007967132181110063,y,0,0.00029206275939941406,n,-,0
0.04318841911454188,0.003213167190551758,0.27453676064304294,0.010501076484206194,y,0,0.0008189678192138672,y,y,0
0.0422004777806691,0.0032491683959960938,0.3028831538175847,0.010366306239467845,y,0,0.0006139278411865234,y,y,0
0.04100337298355465,0.0026569366455078125,0.3849219171267358,0.012674051535429463,y,0,0.0007488727569580078,y,y,0
0.04000098017110852,0.004113197326660156,1.0,0.005167101773950445,y,0,0.0003879070281982422,n,-,0
0.0391091706083463,0.002457141876220703,1.0,0.003555410002857032,y,0,0.0002970695495605469,n,-,0
0.0385955707737575,0.004436016082763672,1.0,0.004580625082185688,y,0,0.0005030632019042969,n,-,0
0.038171529946333216,0.003712892532348633,1.0,0.0025682277730206555,y,0,0.0005528926849365234,n,-,0
0.03780029597415367,0.0034852027893066406,1.0,0.001954636495434798,y,0,0.0003039836883544922,n,-,0
0.037517985796777946,0.0021677017211914062,1.0,0.002230264075419356,y,0,0.0002980232238769531,n,-,0
0.03707483680345931,0.00423884391784668,1.0,0.004582097047369165,y,0,0.0007641315460205078,n,-,0
0.03689223201701054,0.003895998001098633,1.0,0.0033393553835283237,y,0,0.0005030632019042969,n,-,0
0.036792200452112664,0.002794027328491211,1.0,0.001661116446329826,y,0,0.0003020763397216797,n,-,0
0.036580600835496815,0.0023012161254882812,1.0,0.0014899814387713697,y,0,0.0002989768981933594,n,-,0
0.03628891267879257,0.002262592315673828,1.0,0.0015850951951434228,y,0,0.0004189014434814453,n,-,0
0.03584070839047529,0.003760814666748047,1.0,0.0018179811755484965,y,0,0.0004239082336425781,n,-,0
0.035754655344351946,0.0024738311767578125,0.1421532414729545,0.0018442102195246187,y,0,0.0005772113800048828,y,y,0
0.035526438414473754,0.0021419525146484375,1.0,0.002038665817316936,y,0,0.0002980232238769531,n,-,0
0.03538087260188477,0.002126932144165039,1.0,0.0015390239835083197,y,0,0.0002961158752441406,n,-,0
0.035249162210931065,0.0021409988403320312,1.0,0.0014340712831010021,y,0,0.0002949237823486328,n,-,0
0.035094126702990655,0.002160787582397461,1.0,0.0017261787558351834,y,0,0.0002942085266113281,n,-,0
0.0349892167227417,0.0031671524047851562,1.0,0.00303164012451768,y,0,0.00030493736267089844,n,-,0
0.0348858872141614,0.002135038375854492,1.0,0.002719549538260368,y,0,0.000293731689453125,n,-,0
0.03482543921634748,0.0021262168884277344,1.0,0.0010730503200223123,y,0,0.000293731689453125,n,-,0
0.03472806150808494,0.0021789073944091797,1.0,0.0009728032157387944,y,0,0.0002942085266113281,n,-,0
0.03465916371514628,0.0021162033081054688,1.0,0.0010025807260071124,y,0,0.00029397010803222656,n,-,0
0.034613357246846166,0.0021140575408935547,1.0,0.0010859338335886422,y,0,0.00029277801513671875,n,-,0
0.03456301895481094,0.003144979476928711,1.0,0.0010083363403565384,y,0,0.0004949569702148438,n,-,0
0.03453371311586704,0.002227783203125,1.0,0.0006550177208147847,y,0,0.0002968311309814453,n,-,0
0.034505187899989576,0.002126932144165039,1.0,0.00037392421319316894,y,0,0.0002951622009277344,n,-,0
0.03448303442139272,0.002177000045776367,1.0,0.00035299969145869987,y,0,0.00030303001403808594,n,-,0
0.03447732741616755,0.0021338462829589844,1.0,0.0003136391739920286,y,0,0.0003120899200439453,n,-,0
0.034456853430431394,0.0021162033081054688,1.0,0.0006846080348395915,y,0,0.0002961158752441406,n,-,0
0.034453145522655076,0.0025620460510253906,1.0,0.0003102379399603023,y,0,0.00034308433532714844,n,-,0
0.034449687647341735,0.002665996551513672,1.0,0.00021386701974584406,y,0,0.00029921531677246094,n,-,0
0.0344455733697876,0.002149820327758789,1.0,0.0002037065463691598,y,0,0.0002951622009277344,n,-,0
0.03444106212958035,0.002145051956176758,1.0,0.00028226119314797105,y,0,0.0002999305725097656,n,-,0
0.03443716491536648,0.003523111343383789,1.0,0.0001965568718593874,y,0,0.00048804283142089844,n,-,0
0.034434084902651194,0.0038962364196777344,1.0,0.00014595152262882733,y,0,0.0005910396575927734,n,-,0
0.034431254912935305,0.004395723342895508,1.0,0.00025736721974574026,y,0,0.0005011558532714844,n,-,0
0.03442904752701786,0.0030448436737060547,1.0,0.00014440906647751576,y,0,0.0003077983856201172,n,-,0
0.034424460217643095,0.0021440982818603516,1.0,0.00013430119992378215,y,0,0.0002961158752441406,n,-,0
0.03442141708411567,0.0022153854370117188,1.0,0.00017188581426350229,y,0,0.0002989768981933594,n,-,0
0.03441442677411288,0.0024089813232421875,1.0,0.00030052832398585815,y,0,0.0004611015319824219,n,-,0
0.0344081849019879,0.0030417442321777344,1.0,0.00024908820603638713,y,0,0.0003070831298828125,n,-,0
0.034400015746382476,0.002176046371459961,1.0,0.0002030132957322219,y,0,0.00029778480529785156,n,-,0
0.034377429408716485,0.0021839141845703125,1.0,0.00024681650983617937,y,0,0.00033211708068847656,n,-,0
0.03435784454573172,0.0024061203002929688,0.4322458944100276,0.0004908998572358648,y,0,0.0005717277526855469,y,y,0
0.03431942730446127,0.002151966094970703,1.0,0.0006372082177214282,y,0,0.0002968311309814453,n,-,0
0.03425335917837737,0.002283811569213867,1.0,0.0009373206132268936,y,0,0.00044989585876464844,n,-,0
0.03422022020942267,0.003061056137084961,0.2890369802652325,0.0007323493105301074,y,0,0.0008828639984130859,y,y,0
0.034160752278462374,0.0021758079528808594,1.0,0.0007027438822316908,y,0,0.00029969215393066406,n,-,0
0.03407323715079221,0.002117156982421875,1.0,0.0013352012239181462,y,0,0.00029397010803222656,n,-,0
0.034039314731672016,0.002344369888305664,1.0,0.0007876557959508066,y,0,0.0002989768981933594,n,-,0
0.034025472319993706,0.002695798873901367,0.4855598319290651,0.0006903945105819789,y,0,0.0005769729614257812,y,y,0
0.034015536633978986,0.00243377685546875,1.0,0.0007992563535307783,y,0,0.0005412101745605469,n,-,0
0.03401036842441485,0.0028753280639648438,1.0,0.00036116772551909654,y,0,0.00030493736267089844,n,-,0
0.03399051389799277,0.0022211074829101562,1.0,0.00035654102023670076,y,0,0.0003039836883544922,n,-,0
0.03396371299919548,0.002118825912475586,1.0,0.0006381331199117588,y,0,0.0002932548522949219,n,-,0
0.03393171369213164,0.002130746841430664,1.0,0.0006320663668804908,y,0,0.00029397010803222656,n,-,0
0.03386327815664632,0.002233743667602539,1.0,0.0009936367091408303,y,0,0.00041222572326660156,n,-,0
0.0336945337389473,0.00286102294921875,0.23745956179323835,0.0008931937460336846,y,0,0.0010111331939697266,y,y,1
0.033663118485454654,0.0043163299560546875,0.03422714936050549,0.0023356277812561516,y,0,0.001466989517211914,y,y,3
0.03352022040424221,0.0021538734436035156,1.0,0.002808911205652356,y,0,0.0002970695495605469,n,-,0
0.03334585609978617,0.002207040786743164,1.0,0.003740294388489912,y,0,0.0002999305725097656,n,-,0
0.032828926530982086,0.002151012420654297,1.0,0.004496238962825232,y,0,0.00029778480529785156,n,-,0
0.03240882921720616,0.0021140575408935547,1.0,0.004290666718139726,y,0,0.00029277801513671875,n,-,0
0.03202314727642928,0.0027511119842529297,1.0,0.0033317502459444385,y,0,0.000629425048828125,n,-,0
0.031720573206899264,0.002695798873901367,1.0,0.0028924684733036632,y,0,0.0002980232238769531,n,-,0
0.031461362369097357,0.0021598339080810547,1.0,0.002184093204716299,y,0,0.0002963542938232422,n,-,0
0.031317111631588755,0.0025649070739746094,0.40221596019287975,0.0020078029953311807,y,0,0.0006871223449707031,y,y,0
0.031143821390644755,0.0022499561309814453,1.0,0.002409391341352778,y,0,0.0002982616424560547,n,-,0
0.031079460856027807,0.002128124237060547,1.0,0.001349975644572427,y,0,0.0002949237823486328,n,-,0
0.03099505145194657,0.002168893814086914,1.0,0.0017567989094849545,y,0,0.00029587745666503906,n,-,0
0.03091699679367274,0.003144979476928711,1.0,0.0012338737556998659,y,0,0.0005259513854980469,n,-,0
0.030805238045160194,0.0022630691528320312,1.0,0.0016757376248638974,y,0,0.0002989768981933594,n,-,0
0.03068060913292349,0.0021660327911376953,1.0,0.0016168793788456765,y,0,0.0003008842468261719,n,-,0
0.03058417920834766,0.002128124237060547,1.0,0.0011685612054495222,y,0,0.0002980232238769531,n,-,0
0.030519489760335188,0.002117156982421875,1.0,0.0007915903400461196,y,0,0.0002949237823486328,n,-,0
0.030462535226630522,0.002134084701538086,1.0,0.0009635628147560422,y,0,0.0002932548522949219,n,-,0
0.030409999329576665,0.002852916717529297,1.0,0.0007789765483865122,y,0,0.00030684471130371094,n,-,0
0.030338703428761507,0.0021991729736328125,1.0,0.0006066429691693949,y,0,0.00029921531677246094,n,-,0
0.030285489810408846,0.0021321773529052734,1.0,0.0008811103862627932,y,0,0.0002970695495605469,n,-,0
0.03026459306916231,0.0021729469299316406,1.0,0.0007685323773788611,y,0,0.00029206275939941406,n,-,0
0.030212886827467846,0.00214385986328125,1.0,0.0026380511804787047,y,0,0.00029397010803222656,n,-,0
0.030198501650154336,0.00228118896484375,1.0,0.0005529229519727322,y,0,0.0003070831298828125,n,-,0
0.030186354232145763,0.003345966339111328,1.0,0.000680122463085255,y,0,0.0004229545593261719,n,-,0
0.030180838256626104,0.0024230480194091797,1.0,0.0004262782064153603,y,0,0.0004818439483642578,n,-,0
0.03016728959605266,0.0021491050720214844,1.0,0.0010577910235644926,y,0,0.00029587745666503906,n,-,0
0.030160066161347043,0.0021681785583496094,1.0,0.000328073968544769,y,0,0.0002930164337158203,n,-,0
0.03015225370151338,0.0022699832916259766,1.0,0.00037658245470583243,y,0,0.00029397010803222656,n,-,0
0.030143363473739894,0.002277851104736328,1.0,0.00036344600944333795,y,0,0.00033402442932128906,n,-,0
0.030138554890800737,0.002816915512084961,1.0,0.00033632699238267204,y,0,0.00033211708068847656,n,-,0
0.030134236597950836,0.0022430419921875,1.0,0.0003543114541167509,y,0,0.0002968311309814453,n,-,0
0.030132323158813087,0.002190828323364258,1.0,0.00013542503111011494,y,0,0.0003561973571777344,n,-,0
0.03013006584415881,0.0022242069244384766,1.0,0.00011460953151076826,y,0,0.0002970695495605469,n,-,0
0.03012954373022363,0.002218008041381836,1.0,0.00010296305996148368,y,0,0.0002970695495605469,n,-,0
0.03012915856851787,0.0021250247955322266,1.0,0.00015001809798499048,y,0,0.0002942085266113281,n,-,0
0.030128547907941717,0.0025610923767089844,1.0,0.00019762327827533056,y,0,0.00046515464782714844,n,-,0
0.030128395497530713,0.002526998519897461,1.0,4.895138506816647e-05,y,0,0.0002989768981933594,n,-,0
0.03012798394653469,0.002214193344116211,1.0,4.183008112234253e-05,y,0,0.00029587745666503906,n,-,0
0.03012761615906289,0.0023479461669921875,1.0,5.425685210264308e-05,y,0,0.00043201446533203125,n,-,0
0.030127403338202484,0.0025260448455810547,0.4726966266862537,6.43011943753118e-05,y,0,0.000644683837890625,y,y,0
0.030127210224841352,0.002136707305908203,1.0,6.338124246361445e-05,y,0,0.0002961158752441406,n,-,0
0.03012712239865747,0.0023670196533203125,1.0,5.314993473648828e-05,y,0,0.0004639625549316406,n,-,0
0.030127040468791947,0.0029599666595458984,1.0,3.252540949278217e-05,y,0,0.0003108978271484375,n,-,0
0.0301269273112135,0.0021681785583496094,1.0,3.573537191495354e-05,y,0,0.0002980232238769531,n,-,0
0.030126854889192728,0.0021660327911376953,1.0,3.9331164917975875e-05,y,0,0.00030422210693359375,n,-,0
0.030126803371570622,0.0022919178009033203,1.0,2.6490558372883553e-05,y,0,0.00038886070251464844,n,-,0
0.030126759430803236,0.0021491050720214844,1.0,1.9519827068213626e-05,y,0,0.00029587745666503906,n,-,0
0.030126719874503567,0.002151966094970703,1.0,2.4721799170865192e-05,y,0,0.0002932548522949219,n,-,0
0.030126697466354324,0.0036089420318603516,1.0,2.197006363858829e-05,y,0,0.0003020763397216797,n,-,0
0.030126683421087336,0.0023069381713867188,1.0,1.2068452298901852e-05,y,0,0.0003008842468261719,n,-,0
0.030126669791988987,0.0022687911987304688,1.0,1.0438589024399616e-05,y,0,0.0002968311309814453,n,-,0
0.030126662049349693,0.002132892608642578,1.0,1.5069505772780366e-05,y,0,0.0002930164337158203,n,-,0
0.030126660235117425,0.0021152496337890625,1.0,5.317823569640048e-06,y,0,0.0002930164337158203,n,-,0
